,Common Name,Conservation status,Synonyms,Old latin name for bird,Order,Family,Genus,Breeding region,Breeding subregion,Link,Non breeding region
0,abyssinian-ground-hornbill,LC - Least concern,"Northern Hornbill, African Ground-Hornbill, Ground Hornbill, Northern Ground Hornbill, North African Ground-Hornbill, Northern Ground-Hornbill, Abyssinian Ground-Hornbill","Buceros abyssinicus, Bucorvus guineensis",Hornbills and relatives / Bucerotiformes,Ground Hornbills / Bucorvidae,Bucorvus,Africa,"Senegal, Gambia and Guinea to Ethiopia and Kenya",https://dibird.com/species/abyssinian-ground-hornbill/,-
0,abyssinian-ground-thrush,LC - Least concern,"Abyssinian Ground-Thrush (Abyssinian), Orange Ground-Thrush, Abyssinian Ground-Thrush, Ethiopian Ground Thrush","Turdus piaggiae, Zoothera piaggiae",Perching Birds / Passeriformes,Thrushes / Turdidae,Geokichla,Africa,"c, e",https://dibird.com/species/abyssinian-ground-thrush/,-
0,abyssinian-longclaw,NT - Near threatened,Ethiopian Longclaw,,Perching Birds / Passeriformes,"Wagtails, Pipits / Motacillidae",Macronyx,Africa,Ethiopia,https://dibird.com/species/abyssinian-longclaw/,-
0,abyssinian-owl,LC - Least concern,"Ethiopian Owl, African Long-eared Owl, Abysinian Long-eared Owl, Ethiopian Long-eared Owl, Abyssinian Long-eared Owl",Otus abyssinicus,Owls / Strigiformes,Owls / Strigidae,Asio,Africa,e,https://dibird.com/species/abyssinian-owl/,-
0,abyssinian-roller,LC - Least concern,Senegal Roller,Coracias abyssinica,Kingfishers and relatives / Coraciiformes,Rollers / Coraciidae,Coracias,Africa,"Mauritania to Ivory Coast, e to Eritrea, Somalia and Kenya",https://dibird.com/species/abyssinian-roller/,-
0,abyssinian-scimitarbill,LC - Least concern,"Abyssinian Scimitar bill, Abyssinian Scimitar-bill, Abyssinian Scimitar-billed Hoopoe","Phoeniculus minor, Promerops minor",Hornbills and relatives / Bucerotiformes,Wood Hoopoes / Phoeniculidae,Rhinopomastus,Africa,e,https://dibird.com/species/abyssinian-scimitarbill/,-
0,abyssinian-slaty-flycatcher,LC - Least concern,"Dusky Abyssinian Slaty-Flycatcher, Abyssinian Flycatcher, Abyssinian Black Flycatcher, Chocolate Flycatcher, Abyssinian Slaty-Flycatcher","Muscicapa chocolatina, Melaenornis chocolatina, Dioptrornis chocolatinus",Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Melaenornis,Africa,Ethiopia and Eritrea,https://dibird.com/species/abyssinian-slaty-flycatcher/,-
0,abyssinian-thrush,LC - Least concern,"African Mountain Thrush, Abyssinian Olive Thrush, Northern Olive Thrush, Jackson's Thrush, Ethiopian Thrush, Mountain Thrush",,Perching Birds / Passeriformes,Thrushes / Turdidae,Turdus,Africa,n Somalia to n Tanzania,https://dibird.com/species/abyssinian-thrush/,-
0,abyssinian-waxbill,NE - Not evaluated,"Abyssinian Fawn-breasted Waxbill, Fawn-breasted Waxbill (Abyssinian)",,Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Estrilda,Africa,se Sudan and Ethiopia,https://dibird.com/species/abyssinian-waxbill/,-
0,abyssinian-wheatear,NE - Not evaluated,"Schalow's Wheatear, Abyssinian Black Wheatear",Saxicola lugubris,Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Oenanthe,Africa,e Africa,https://dibird.com/species/abyssinian-wheatear/,-
0,abyssinian-whiteeye,LC - Least concern,"African White-breasted White-eye, Kenya Yellow White-eye, Socotra or Kenya White-eye, White-breasted, Abyssinian Yellow White-eye",Zosterops abyssinica,Perching Birds / Passeriformes,White-eyes / Zosteropidae,Zosterops,Africa,"ne, also s Arabian Pen.",https://dibird.com/species/abyssinian-whiteeye/,-
0,abyssinian-woodpecker,LC - Least concern,"Golden Back Woodpecker, Abyssinian Golden-backed Woodpecker, Gold-mantled Woodpecker, Golden-mantled Woodpecker, Gold-manteled woodpecker, Golden-manteled woddpecker","Chloropicus abyssinicus, Picus abyssinicus","Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Dendropicos,Africa,Eritrea and Ethiopia,https://dibird.com/species/abyssinian-woodpecker/,-
0,acacia-pied-barbet,LC - Least concern,Pied Barbet,"Lybius leucomelas, Tricholaema leucomelaina, Bucco leucomelas","Woodpeckers, Toucans and relatives / Piciformes",African Barbets / Lybiidae,Tricholaema,Africa,s,https://dibird.com/species/acacia-pied-barbet/,-
0,acacia-tit,LC - Least concern,"Somali Grey-Tit, Somali Gray-Tit, Somali Gray Tit, Northern Gray Tit, Northern Grey Tit, Somali Tit, Somali Grey Tit",Parus thruppi,Perching Birds / Passeriformes,"Tits, Chickadees / Paridae",Melaniparus,Africa,ne,https://dibird.com/species/acacia-tit/,-
0,acadian-flycatcher,LC - Least concern,"Green-crested Flycatcher, Small Green-Crested Flycatcher, Acadian Pewee, Small Pewee","Empidonax acadicus, Platyrhynchos virescens",Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Empidonax,North America,"c, e USA",https://dibird.com/species/acadian-flycatcher/,Nicaragua to Venezuela & w Ecuador
0,aceh-bulbul,VU - Vulnerable,"Orange-spotted Bulbul (snouckaerti), Orange-spotted Bulbul (Aceh)",,Perching Birds / Passeriformes,Bulbuls / Pycnonotidae,Pycnonotus,Oriental Region,nw Sumatra,https://dibird.com/species/aceh-bulbul/,-
0,acorn-woodpecker,LC - Least concern,"San Pedro Woodpecker, Acorn Woodpwcker, acorn-storing, Ant-eating Woodpecker, Acorn-storing Woodpecker, Mearns' Woodpecker, California Woodpecker, Californian Woodpecker, Narrow-fronted Woodpecker","Picus formicivorus, Balanosphyra formicivora","Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Melanerpes,"South America, Middle America, North America",nw USA to Colombia,https://dibird.com/species/acorn-woodpecker/,-
0,acre-antshrike,LC - Least concern,,,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Thamnophilus,South America,w Brazil and e Peru,https://dibird.com/species/acre-antshrike/,-
0,acre-todytyrant,NT - Near threatened,Acre Tody Tyrant,,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Hemitriccus,South America,Brazil-Bolivia border in se Acre and adjacent se Peru,https://dibird.com/species/acre-todytyrant/,-
0,adamawa-turtle-dove,LC - Least concern,"Pink-bellied Turtle-Dove, Adamawa Turtle-Dove, Andamawa Turtle-Dove, Pink-bellied Turtle Dove",Turtur hypopyrrhus,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Streptopelia,Africa,"Senegal and Gambia, Nigeria and Cameroon",https://dibird.com/species/adamawa-turtle-dove/,-
0,adelaides-warbler,LC - Least concern,Adelaide Warbler,Dendroica adelaidae,Perching Birds / Passeriformes,New World Warblers / Parulidae,Setophaga,North America,Puerto Rico,https://dibird.com/species/adelaides-warbler/,-
0,admiralty-cicadabird,NE - Not evaluated,"Admiralty Islands Cicadabird, Manus Cicadabird, Slender-billed Cicadabird (admiralitatis)","Edolisoma amboinense admiralitatis, Coracina admiralitatis",Perching Birds / Passeriformes,Cuckooshrikes / Campephagidae,Edolisoma,Australasia,Admiralty Is.,https://dibird.com/species/admiralty-cicadabird/,-
0,afep-pigeon,LC - Least concern,"African Wood Pigeon, Gray african wood-pigeon, African Grey Woodpigeon, Scaly Gray Pigeon, Gray Wood-Pigeon, Congo Wood-Pigeon, Grey Wood-Pigeon, Scaly Grey Pigeon, Grey Wood Pigeon, African Gray Woodpigeon, Grey african wood-pigeon, Gray Wood Pigeon, African Wood-Pigeon",,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Columba,Africa,"Guinea to Ghana; e Nigeria to Angola, DR Congo and Uganda",https://dibird.com/species/afep-pigeon/,-
0,afghan-babbler,NE - Not evaluated,"Common Babbler (Afghan), Common babbler","Malacocercus huttoni, Turdoides huttoni",Perching Birds / Passeriformes,Laughingthrushes & Allies / Leiothrichidae,Argya,Eurasia,se Iraq to sw Pakistan,https://dibird.com/species/afghan-babbler/,-
0,afghan-snowfinch,LC - Least concern,"Theresa's Snowfinch, Meinhertzhagen's Snow Finch, Meinertzhagen's Snow Finch, Theresa's Snow Finch, Afghan Snow Finch, Meinertzhagen's Snowfinch, Afghan Ground-sparrow, Theresa's Snow-Finch, Bar-tailed Snowfinch",Montifringilla theresae,Perching Birds / Passeriformes,"Old World Sparrows, Snowfinches / Passeridae",Pyrgilauda,Eurasia,Afghanistan,https://dibird.com/species/afghan-snowfinch/,-
0,african-barred-owlet,LC - Least concern,"Cape Owlet, African-barred Owlet, Cape Barred Owlet, Barred Owl, African Barred Owl, Chestnut Owlet","Noctua capensis, Glaucidium castaneum, Smithiglaux capense, Taenioglaux capensis",Owls / Strigiformes,Owls / Strigidae,Glaucidium,Africa,"se, sc, w",https://dibird.com/species/african-barred-owlet/,-
0,african-black-duck,LC - Least concern,"Ethiopian Black Duck, South African Black Duck, Black river duck, West African Black Duck",,Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Anas,Africa,widespread,https://dibird.com/species/african-black-duck/,-
0,african-black-swift,LC - Least concern,"African Swift (African), African Swift, African Swiftlet, Bearded Swift",Cypselus barbatus,Swifts and Hummingbirds / Apodiformes,Swifts / Apodidae,Apus,Africa,"s, e",https://dibird.com/species/african-black-swift/,-
0,african-blue-flycatcher,LC - Least concern,"Blue Crested-flycatcher, Northern Fairy Flycatcher, Blue Fairy Flycatcher, African Blue-Flycatcher, Blue Crested Flycatcher, Blue Flycatcher, Northern Fairy-Flycatcher","Erannornis longicauda, Elminia longicaudus, Myiagra longicauda, Trochocercus longicaudus",Perching Birds / Passeriformes,Fairy Flycatchers / Stenostiridae,Elminia,Africa,"c, w",https://dibird.com/species/african-blue-flycatcher/,-
0,african-blue-tit,LC - Least concern,"African Blue-Tit, Tenerife Blue Tit, Blue tit, Central Canarian Blue Tit, Teneriffe Blue Tit",Parus teneriffae,Perching Birds / Passeriformes,"Tits, Chickadees / Paridae",Cyanistes,Africa,"n, Canary Is.",https://dibird.com/species/african-blue-tit/,-
0,african-broadbill,LC - Least concern,"Black-capped Broadbill, Delacour's Broadbill",Platyrhynchus capensis,Perching Birds / Passeriformes,African & Green Broadbills / Calyptomenidae,Smithornis,Africa,widespread,https://dibird.com/species/african-broadbill/,-
0,african-citril,LC - Least concern,"Abyssinian Citril, African Citril Finch","Dendrospiza citrinelloides, Carduelis citrinelloides, Serinus citrinelloides",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Crithagra,Africa,"s Sudan; w, c Ethiopia and w Kenya",https://dibird.com/species/african-citril/,-
0,african-collared-dove,LC - Least concern,"Barbary Dove, Rose-grey Dove, Ringed Turtle Dove, African Turtle Dove, Rose-gray Dove, African Collared-Dove, Pink-headed Collared-Dove, Ringed Turtle-Dove, Domestic Collared Dove, African Turtle-Dove, Pink-headed Turtle Dove","Columbam roseogriseam [sic], Streptopelia risoria",Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Streptopelia,Africa,"ne, c, w; also sw Arabian Pen.",https://dibird.com/species/african-collared-dove/,-
0,african-crake,LC - Least concern,,"Ortygometra (crex) egregia, Cecropis egregia, Porzana egregia, Crex egregia","Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Crecopsis,Africa,widespread,https://dibird.com/species/african-crake/,-
0,african-crimsonwinged-finch,LC - Least concern,"Crimson-winged Finch (African), North-west African Crimson-winged Finch",Rhodopechys aliena,Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Rhodopechys,Africa,"Morocco, Algeria",https://dibird.com/species/african-crimsonwinged-finch/,-
0,african-cuckoo,LC - Least concern,African Grey Cuckoo,,Cuckoos and relatives / Cuculiformes,Cuckoos / Cuculidae,Cuculus,Africa,widespread,https://dibird.com/species/african-cuckoo/,-
0,african-cuckoohawk,LC - Least concern,"African Cuckoo Hawk, West African Cuckoo-Falcon, Cuckoo Falcon, African Baza, African Cuckoo-falcon, African Cuckoo-hawk, Cuckoo Hawk, Cuckoo-Hawk, African Cuckoo Falcon",Aviceda cuculoïdes,Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Aviceda,Africa,"w, c, sc, se",https://dibird.com/species/african-cuckoohawk/,-
0,african-darter,LC - Least concern,"Rufous Darter, Darter (African), Old Word Darter, Snakebird, Snake-bird, Australian Anhinga",Plotus rufus,Gannets and relatives / Suliformes,"Anhingas, Darters / Anhingidae",Anhinga,"Africa, Eurasia","sub-Saharan Africa, Madagascar and Near East",https://dibird.com/species/african-darter/,-
0,african-desert-warbler,LC - Least concern,,"Stoparola deserti, Sylvia deserti",Perching Birds / Passeriformes,Sylviid Babblers / Sylviidae,Curruca,Eurasia,Morocco to w Libya and Niger,https://dibird.com/species/african-desert-warbler/,-
0,african-dusky-flycatcher,LC - Least concern,"African Dusky Alseonax, Dusky-brown Flycatcher, Dusky Alseonax","Butalis adusta, Alseonax adustus, Muscicapa minimus",Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Muscicapa,Africa,"wc, e, s",https://dibird.com/species/african-dusky-flycatcher/,-
0,african-dwarf-kingfisher,LC - Least concern,"Uganda Dwarf Kingfisher, African Dwarf-kingfisher, Red-headed Dwarf Kingfisher, Black-fronted Pygmy Kingfisher, Dwarf Kingfisher","Ceyx lecontei, Myioceyx lecontei, Corythornis lecontei",Kingfishers and relatives / Coraciiformes,Kingfishers / Alcedinidae,Ispidina,Africa,"Sierra Leone to Ghana; s Nigeria to w South Sudan, Uganda and c DR Congo; c Angola",https://dibird.com/species/african-dwarf-kingfisher/,-
0,african-emerald-cuckoo,LC - Least concern,,"Cuculus cupreus, Chrysococcyx smaragdineus",Cuckoos and relatives / Cuculiformes,Cuckoos / Cuculidae,Chrysococcyx,Africa,"Senegal and Gambia to South Sudan and Ethiopia, s to Angola and e South Africa",https://dibird.com/species/african-emerald-cuckoo/,-
0,african-finfoot,LC - Least concern,"Finfoot, Peter's Finfoot, Peters' Finfoot, Peters's Finfoot",Heliornis senegalensis,"Cranes, Rails and relatives / Gruiformes",Finfoots / Heliornithidae,Podica,Africa,widespread,https://dibird.com/species/african-finfoot/,-
0,african-firefinch,LC - Least concern,"Ruddy Waxbill, Bluebilled Firefinch, African Waxbill, Blue-billed Firefinch, African Fire-Finch, Dark Firefinch","F. [ringilla] rubricata, Estrilda rubricata",Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Lagonosticta,Africa,"w, c, se, s",https://dibird.com/species/african-firefinch/,-
0,african-fish-eagle,LC - Least concern,"African sea eagle, Fish Eagle, African Fish-Eagle, River Eagle, African Sea-Eagle, West African River-eagle",Falco vocifer,Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Haliaeetus,Africa,widespread,https://dibird.com/species/african-fish-eagle/,-
0,african-golden-oriole,LC - Least concern,"African Oriole, African goldenoriole, African Golden-Oriole",Oriolus striatus,Perching Birds / Passeriformes,"Figbirds, Orioles, Turnagra / Oriolidae",Oriolus,Africa,widespread,https://dibird.com/species/african-golden-oriole/,-
0,african-goshawk,LC - Least concern,Red-chested Goshawk,Falco tachiro,Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Accipiter,Africa,"e, sc, s",https://dibird.com/species/african-goshawk/,-
0,african-grass-owl,LC - Least concern,"Cape Grass Owl, Damaraland Grass-Owl, African Grass-Owl, Cape Owl, Grass Owl, African Owl, Congo Grass-Owl, Common Grass Owl, Grass-Owl, Eastern Grass Owl",Strix capensis,Owls / Strigiformes,Barn Owls / Tytonidae,Tyto,Africa,sub-Saharan Africa from Ethiopia and Cameroon s to South Africa,https://dibird.com/species/african-grass-owl/,-
0,african-green-pigeon,LC - Least concern,"Green Fruit-Pigeon, African Green-Pigeon, Guinean Green Pigeon, African Fruit-Pigeon, Delalande's Green-Pigeon, Bare-faced Green Pigeon","Treron calva, Treon calva, Columba calva",Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Treron,Africa,widespread,https://dibird.com/species/african-green-pigeon/,-
0,african-grey-flycatcher,LC - Least concern,"Large Gray Flycatcher, Large Grey Flycatcher, African Gray Flycatcher (African Gray), Grayish Flycatcher (Grayish), African Gray Flycatcher, Somali Flycatcher","Bradyornis [sic] microrhyncha, Melaenornis microrhynchu, Bradornis microrhynchus",Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Melaenornis,Africa,e,https://dibird.com/species/african-grey-flycatcher/,-
0,african-grey-hornbill,LC - Least concern,"Gray Hornbill, Grey Hornbill, African Gray Hornbill","Tockus nasutus, Buceros nasutus",Hornbills and relatives / Bucerotiformes,Hornbills / Bucerotidae,Lophoceros,Africa,widespread,https://dibird.com/species/african-grey-hornbill/,-
0,african-grey-woodpecker,LC - Least concern,"Grey Woodpecker, Gray Woodpecker, Uganda Grey Woodpecker, Grey Woodpecker [nominate], Fernando Po Woodpecker, Grey Woodpecker (nominate), Uganda Gray Woodpecker, Grey Woodpecker [goertae], Grey Woodpecker [goertae or centralis]",Picus goertae,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Dendropicos,Africa,"Mauritania and Senegal to w Ethiopia to nw Tanzania, s Gabon, nw Angola and sc DR Congo",https://dibird.com/species/african-grey-woodpecker/,-
0,african-harrierhawk,LC - Least concern,"African Harrier Hawk, Harrier Hawk, African Gymnogene, Gymnogene Harrier-Hawk, Gymnogene, Banded Harrier Hawk",Gymnogenys typicus,Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Polyboroides,Africa,widespread,https://dibird.com/species/african-harrierhawk/,-
0,african-hawkeagle,LC - Least concern,"African Eagle, African Hawk Eagle","Hieraaetus spilogaster, Aquila spilogastra, Spizaã«tus spilogaster",Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Aquila,Africa,widespread,https://dibird.com/species/african-hawkeagle/,-
0,african-hill-babbler,LC - Least concern,"Abyssinian Hill-Babbler, African Hill-Babbler, Abyssinian Hill Babbler, Abyssinian or Ruwenzori Hill-Babbler","Pseudoalcippe abyssinica, Illadopsis abyssinica, Alcippe abyssinicus, Illadopsis abyssinicus, Drymophila abyssinica",Perching Birds / Passeriformes,Sylviid Babblers / Sylviidae,Sylvia,Africa,"w, e",https://dibird.com/species/african-hill-babbler/,-
0,african-hobby,LC - Least concern,"African Hoby, African Hobby Falcon, African hooby",Falco cuvieri,Falcons / Falconiformes,"Caracaras, Falcons / Falconidae",Falco,Africa,widespread s of the Sahara,https://dibird.com/species/african-hobby/,-
0,african-hoopoe,NE - Not evaluated,Eurasian Hoopoe (African),Upupa epops,Hornbills and relatives / Bucerotiformes,Hoopoes / Upupidae,Upupa,Africa,widespread,https://dibird.com/species/african-hoopoe/,-
0,african-jacana,LC - Least concern,"Lily-trotter, Jacana, Lilly-trotter, African Lily-trotter, Greater African Jacana","Atophilornis africana, Parra africana, Actophilornis africana",Shorebirds / Charadriiformes,Jacanas / Jacanidae,Actophilornis,Africa,widespread s of the Sahara,https://dibird.com/species/african-jacana/,-
0,african-marsh-harrier,LC - Least concern,"African Marsh-Harrier, African Harrier, South African Marsh Harrier","Circus ranivorous, Falco ranivorus",Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Circus,Africa,South Sudan and Kenya to South Africa,https://dibird.com/species/african-marsh-harrier/,-
0,african-olive-pigeon,LC - Least concern,"African Olive-Pigeon, African Pigeon, Olive Pigeon, Speckled Pigeon, Rameron Pigeon, Yelow-eyed Pigeon",Colomba [sic] arquatrix,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Columba,Africa,Ethiopia to South Africa and Angola,https://dibird.com/species/african-olive-pigeon/,-
0,african-openbill,LC - Least concern,"African Open-bill Stork, African Open-bill, African Openbill Stork, Open-billed Stork, Openbilled Stork, Openbill, African Open-billed Stork, Open-bill Stork, African Openbilled Stork",,"Herons, Storks and relatives / Ciconiiformes",Storks / Ciconiidae,Anastomus,Africa,widespread,https://dibird.com/species/african-openbill/,-
0,african-oystercatcher,LC - Least concern,"Black Oystercatcher, African Black Oystercatcher",,Shorebirds / Charadriiformes,Oystercatchers / Haematopodidae,Haematopus,Africa,"s, sw coasts",https://dibird.com/species/african-oystercatcher/,-
0,african-palm-swift,LC - Least concern,"African or Malagasy Palm-Swift, African Palm-Swift, Old World Palm-Swift, Palm Swift",Cypselus parvus,Swifts and Hummingbirds / Apodiformes,Swifts / Apodidae,Cypsiurus,Africa,widespread,https://dibird.com/species/african-palm-swift/,-
0,african-paradise-flycatcher,LC - Least concern,"Gray-headed Paradise Flycatcher, Grey-headed Paradise-Flycatcher, Grey-headed Paradise Flycatcher, Gray-headed Paradise-Flycatcher, Paradise Flycatcher, African Paradise-Flycatcher, Red-winged Paradise-Flycatcher, Southern Paradise-Flycatcher, African Paradise -flycatcher, Paradise-Flycatcher","Terpsiphone granti, Terpsiphone suahelica, Terpsiphone poliothorax, Terpsiphone perspicillata, Muscicapa viridis",Perching Birds / Passeriformes,Monarchs / Monarchidae,Terpsiphone,Africa,"widespread, also Arabian Pen.",https://dibird.com/species/african-paradise-flycatcher/,-
0,african-penguin,EN - Endangered,"Black-footed Pengu, Black-footed Pangu, Jackass Penguin, Cape Penguin",Diomedea demersa,Penguins / Sphenisciformes,Penguins / Spheniscidae,Spheniscus,Africa,c Namibia to se South Africa,https://dibird.com/species/african-penguin/,-
0,african-piculet,LC - Least concern,"Golden-brown Piculet, Golden-backed Piculet, Piculet, Pygmy Wood Piculet",Verreauxia africana,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Sasia,Africa,"Sierra Leone to Ghana; Cameroon to w Uganda, c DR Congo and n Angola",https://dibird.com/species/african-piculet/,-
0,african-pied-hornbill,LC - Least concern,"African Hornbill, Pied Hornbill, Allied Hornbill, Zande Hornbill, Black-and-white-tailed Hornbill","Buceros fasciatus, Tockus fasciatus, Tockus semifasciatus",Hornbills and relatives / Bucerotiformes,Hornbills / Bucerotidae,Lophoceros,Africa,"c, w",https://dibird.com/species/african-pied-hornbill/,-
0,african-pied-wagtail,LC - Least concern,African Wagtail,Motacila aguimp,Perching Birds / Passeriformes,"Wagtails, Pipits / Motacillidae",Motacilla,Africa,widespread,https://dibird.com/species/african-pied-wagtail/,-
0,african-pipit,LC - Least concern,"Grassveld Pipit, Richard's Pipit, Grassland Pipit",,Perching Birds / Passeriformes,"Wagtails, Pipits / Motacillidae",Anthus,Africa,"e, c, s",https://dibird.com/species/african-pipit/,-
0,african-pitta,LC - Least concern,"Angolan Pitta, Angola Pitta",,Perching Birds / Passeriformes,Pittas / Pittidae,Pitta,Africa,"e, se, wc, w",https://dibird.com/species/african-pitta/,-
0,african-pygmy-goose,LC - Least concern,"Dwarf goose, African Pygmy-goose, Pygmy Goose",Anas aurita,Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Nettapus,Africa,s of the Sahara,https://dibird.com/species/african-pygmy-goose/,-
0,african-pygmy-kingfisher,LC - Least concern,"African Pygmy-Kingfisher, Miniature Kingfisher","Corythornis picta, Ceyx picta, Todus pictus, Ceyx pictus",Kingfishers and relatives / Coraciiformes,Kingfishers / Alcedinidae,Ispidina,Africa,widespread,https://dibird.com/species/african-pygmy-kingfisher/,-
0,african-rail,LC - Least concern,"Cape Rail, Kaffir Rail, African Water Rail",Rallus caeruleus,"Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Rallus,Africa,"e, sc, se, s",https://dibird.com/species/african-rail/,-
0,african-redeyed-bulbul,LC - Least concern,"Redeyed Bulbul, Black-fronted Bulbul, African Redeyed Bulbul, Black fronted Bulbul",Turdus nigricans,Perching Birds / Passeriformes,Bulbuls / Pycnonotidae,Pycnonotus,Africa,sw,https://dibird.com/species/african-redeyed-bulbul/,-
0,african-reed-warbler,NE - Not evaluated,"African Marsh Warbler, African Reed-Warbler, South African Reed-warbler","Acrocephalus dumetorum, Notiocichla baeticata, Sylvia baeticata",Perching Birds / Passeriformes,Reed Warblers & Allies / Acrocephalidae,Acrocephalus,Africa,widespread,https://dibird.com/species/african-reed-warbler/,-
0,african-river-martin,DD - Data deficient,"River Martin, River-Martin, African River-Martin",,Perching Birds / Passeriformes,"Swallows, Martins / Hirundinidae",Pseudochelidon,Africa,Congo region,https://dibird.com/species/african-river-martin/,-
