,Common Name,Conservation status,Synonyms,Old latin name for bird,Order,Family,Genus,Breeding region,Breeding subregion,Link,Non breeding region
0,wattled-crane,VU - Vulnerable,Great African Wattled Crane,"Ardea carunculata, Grus carunculatus, Burgeranus carunculatus, Bugeranus carunculatus","Cranes, Rails and relatives / Gruiformes",Cranes / Gruidae,Grus,Africa,"DR Congo and Tanzania to Botswana, Zimbabwe and South Africa",https://dibird.com/species/wattled-crane/,-
0,wattled-curassow,EN - Endangered,Yarell's,"Crax carunculata, Crax yarrellii",Сhickens and relatives / Galliformes,"Chachalacas, Curassows, Guans / Cracidae",Crax,South America,w Amazonia,https://dibird.com/species/wattled-curassow/,-
0,wattled-guan,NT - Near threatened,Wattled Piping-Guan,Penelope aburri,Сhickens and relatives / Galliformes,"Chachalacas, Curassows, Guans / Cracidae",Aburria,South America,Venezuela to Peru,https://dibird.com/species/wattled-guan/,-
0,wattled-ibis,LC - Least concern,Carunculated Ibis,Ibis carunculata,Pelicans and relatives / Pelecaniformes,"Ibises, Spoonbills / Threskiornithidae",Bostrychia,Africa,Ethiopia and Eritrea,https://dibird.com/species/wattled-ibis/,-
0,wattled-jacana,LC - Least concern,"South American Jacana, Central American Jacana",Parra jacana,Shorebirds / Charadriiformes,Jacanas / Jacanidae,Jacana,South America,widespread,https://dibird.com/species/wattled-jacana/,-
0,wattled-ploughbill,LC - Least concern,"Ploughbill, Wattled Shrike Tit, Wattled Plough-bill, Wattled Plougbill, Wattled Shrike-Tit, Wattled Shriketit",,Perching Birds / Passeriformes,Ploughbill / Eulacestomatidae,Eulacestoma,Australasia,New Guinea,https://dibird.com/species/wattled-ploughbill/,-
0,wattled-smoky-honeyeater,LC - Least concern,"Orange-wattled Honeyeater, Foja Honeyeater",,Perching Birds / Passeriformes,Honeyeaters / Meliphagidae,Melipotes,Australasia,w New Guinea in Irian Jaya,https://dibird.com/species/wattled-smoky-honeyeater/,-
0,wattled-starling,LC - Least concern,African Wattled Starling,"Creatophora carunculata, Rallus cinereus, Creatophora cineracea",Perching Birds / Passeriformes,"Starlings, Rhabdornis / Sturnidae",Creatophora,Africa,"Eritrea, Ethiopia and Somalia to Angola, Namibia and South Africa",https://dibird.com/species/wattled-starling/,-
0,waved-albatross,CR - Critically endangered,Galapagos Albatross,Diomedea irrorata,Albatrosses and Petrels / Procellariiformes,Albatrosses / Diomedeidae,Phoebastria,Pacific ocean,Galápagos Is. and coastal Ecuador,https://dibird.com/species/waved-albatross/,-
0,waved-woodpecker,LC - Least concern,,Picus undatus,"Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Celeus,South America,e Venezuela to ne Brazil,https://dibird.com/species/waved-woodpecker/,-
0,wayanad-laughingthrush,LC - Least concern,"Rufous-vented Laughing Thrush, Rufous-vented Laughingthrush, Wynaad Laughing-thrush, Yellow-breasted Laughingthrush, Wynaad Laughingthrush","C [rateropus]. delesserti, Ianthocincla delesserti, Dryonastes delesserti",Perching Birds / Passeriformes,Laughingthrushes & Allies / Leiothrichidae,Pterorhinus,Oriental Region,sw India,https://dibird.com/species/wayanad-laughingthrush/,-
0,wedgebilled-woodcreeper,LC - Least concern,"Wedge billed Woodcreeper, Wedge-billed Woodhewer, Wedge-billed woodpecker","Glyphorhynchus spirurus, Neops spirurus",Perching Birds / Passeriformes,Ovenbirds / Furnariidae,Glyphorynchus,"South America, Middle America",s Mexico through Amazonia; e Brazil,https://dibird.com/species/wedgebilled-woodcreeper/,-
0,wedgerumped-storm-petrel,NE - Not evaluated,"Galapagos Petrel, Wedge-rumped Storm-Petrel, Galapagos Storm-petrel, Wedge-rumped Petrel, Galapagos Storm Petrel","Thalassidroma tethys, Oceanodroma tethys",Albatrosses and Petrels / Procellariiformes,Northern Storm Petrels / Hydrobatidae,Hydrobates,Pacific ocean,e,https://dibird.com/species/wedgerumped-storm-petrel/,-
0,wedgetailed-eagle,LC - Least concern,Wedge tailed Eagle,"Vultur audax, Uroaëtus audax",Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Aquila,Australasia,Australia and s New Guinea,https://dibird.com/species/wedgetailed-eagle/,-
0,wedgetailed-grass-finch,LC - Least concern,"Wedge-tailed Grassfinch, Wedge-tailed Grass-Finch, Wedge tailed Grass Finch, Wedge-tailed Groundfinch, Wedge-tailed Ground-Finch, Azara's Grass-Finch",Sylvia herbicola,Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Emberizoides,"South America, Middle America",Costa Rica to ne Argentina,https://dibird.com/species/wedgetailed-grass-finch/,-
0,wedgetailed-green-pigeon,LC - Least concern,"Korthals's Green-Pigeon, Wedge-tailed Pigeon, Wedge-tailed Green-Pigeon","Treron sphenura, Vinago sphenura, Sphenurus sphenurus",Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Treron,Oriental Region,n India to Java,https://dibird.com/species/wedgetailed-green-pigeon/,-
0,wedgetailed-hillstar,NT - Near threatened,"Wedge tailed Hillstar, Wedgetailed Hillstar",Trochilus adela,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Oreotrochilus,South America,c Bolivia to nw Argentina,https://dibird.com/species/wedgetailed-hillstar/,-
0,wedgetailed-jery,NT - Near threatened,"Wedge-tailed Tery, Wedge tailed Jery, Wedge-tailed Tetraka","Neomixis flavoviridis, Neomixus flavoviridis",Perching Birds / Passeriformes,Tetrakas & Allies / Bernieridae,Hartertula,Africa,Madagascar,https://dibird.com/species/wedgetailed-jery/,-
0,wedgetailed-sabrewing,NE - Not evaluated,Wedge-tailed Sabrewing (Wedge-tailed),"Campylopterus pampa, Ornismya pampa",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Pampa,Middle America,"Yucatán to Guatemala, Belize and ne Honduras",https://dibird.com/species/wedgetailed-sabrewing/,-
0,wedgetailed-shearwater,LC - Least concern,"Wedgetailed Shearwater, Western Wedge-tailed Petrel, Eastern Wedge-tailed Petrel","Puffinus cuneatus, Puffinus pacificus, Puffinus chlororhynchus, Thyellodroma cuneata, Puffinus pacifica, Procellaria pacifica",Albatrosses and Petrels / Procellariiformes,"Petrels, Shearwaters, Diving Petrels / Procellariidae",Ardenna,"Pacific ocean, Indian ocean",widespread,https://dibird.com/species/wedgetailed-shearwater/,-
0,weebill,LC - Least concern,Brown Weebill,Psilopus brevirostris,Perching Birds / Passeriformes,Australasian Warblers / Acanthizidae,Smicrornis,Australasia,Australia,https://dibird.com/species/weebill/,-
0,weka,VU - Vulnerable,"Kelp Hen, Troglodyte Rail, Buff-banded rail, North Island Woodhen, Western Weka, Eastern Weka, South Island Woodhen, South Island Weka, Maori Hen, Pectoral rail, Buff Weka, Brown Weka, Weka Rail","Gallirallus troglodytes, Rallus australis","Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Gallirallus,Australasia,New Zealand,https://dibird.com/species/weka/,-
0,welcome-swallow,LC - Least concern,,,Perching Birds / Passeriformes,"Swallows, Martins / Hirundinidae",Hirundo,Australasia,Australia and New Zealand,https://dibird.com/species/welcome-swallow/,-
0,west-african-batis,NE - Not evaluated,"West African Puffback-Flycatcher, Lawson's puff-back flycatcher, Lawson's Batis, Lawson's Puffback Flycatcher, West African Puffback",Batis occultus,Perching Birds / Passeriformes,"Wattle-eyes, Batises / Platysteiridae",Batis,Africa,Sierra Leone to Gabon,https://dibird.com/species/west-african-batis/,-
0,west-african-crested-tern,NE - Not evaluated,"Royal Tern (African), West African Royal Tern",Sterna maxima albididorsalis,Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Thalasseus,Africa,coasts of Mauritania to Guinea,https://dibird.com/species/west-african-crested-tern/,to Namibia
0,west-african-seedeater,LC - Least concern,"Streaky-headed Seedeater (West African), West African Serin, Cape Canary, West African Streaky-headed Seedeater, Streaky-headed Seedeater","Serinus canicapilla, Serinus canicapillus, Poliospiza canicapilla",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Crithagra,Africa,"wc, c",https://dibird.com/species/west-african-seedeater/,-
0,west-african-swallow,NE - Not evaluated,"Red-rumped Swallow (West African), Lowland Swallow, West African Striated Swallow, Senegal Red-rumped Swallow",Hirundo domicella,Perching Birds / Passeriformes,"Swallows, Martins / Hirundinidae",Cecropis,Africa,w Africa from Senegambia to e Sudan,https://dibird.com/species/west-african-swallow/,-
0,west-african-wattleeye,LC - Least concern,Upper Guinea Chestnut Wattle-eye,"Diaphorophyia hormophora, Dyaphorophyia hormophora",Perching Birds / Passeriformes,"Wattle-eyes, Batises / Platysteiridae",Platysteira,Africa,Sierra Leone to Benin,https://dibird.com/species/west-african-wattleeye/,-
0,west-himalayan-bush-warbler,LC - Least concern,"Himalayan Grasshopper-warbler, Spotted Bush-Warbler (West Himalayan), West Himalayan Bush-warbler, Kashmir Bush-Warbler, Himalayan Bush Warbler, Spotted bush warbler","Dumeticola thoracica kashmirensis, Bradypterus kashmirensis",Perching Birds / Passeriformes,Grassbirds & Allies / Locustellidae,Locustella,Oriental Region,w Himalayas,https://dibird.com/species/west-himalayan-bush-warbler/,-
0,west-indian-whistling-duck,VU - Vulnerable,"Black-billed Whistling Duck, West Indian Treeduck, Cuban Tree-Duck, West Indian Tree-Duck, Black-billed Tree-Duck, Cuban Whistling Duck, Cuban Whistling-Duck, Black-billed Whistling-Duck, Wandering Whistling Duck, West Indian Whistling-Duck, West Indian Tree Duck",Anas arborea,Ducks and relatives / Anseriformes,"Ducks, Geese, Swans / Anatidae",Dendrocygna,North America,West Indies,https://dibird.com/species/west-indian-whistling-duck/,-
0,west-indian-woodpecker,LC - Least concern,"Cuban Woodpecker, Eye-browed Woodpecker, Cuban Red-bellied Woodpecker, Bahama Woodpecker, West Indian Red-bellied Woodpecker, Great Red-bellied Woodpecker","Centurus superciliaris, Melanerpes supercilaris, Picus superciliaris","Woodpeckers, Toucans and relatives / Piciformes",Woodpeckers / Picidae,Melanerpes,North America,"Bahamas, Cuba and Cayman Is.",https://dibird.com/species/west-indian-woodpecker/,-
0,west-mexican-chachalaca,LC - Least concern,,"Penelope poliocephala, Ortalis lajuela",Сhickens and relatives / Galliformes,"Chachalacas, Curassows, Guans / Cracidae",Ortalis,Middle America,w and sw Mexico,https://dibird.com/species/west-mexican-chachalaca/,-
0,west-peruvian-dove,LC - Least concern,"Pacific Dove, white-winged dove",Columba meloda,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Zenaida,South America,Ecuador to n Chile,https://dibird.com/species/west-peruvian-dove/,-
0,west-peruvian-screech-owl,LC - Least concern,"West Peruvian Screech-Owl, Peruvian Screech-Owl, Peruvian Screech-Owl (roboratus)",Otus roboratus,Owls / Strigiformes,Owls / Strigidae,Megascops,South America,sw Ecuador and nw Peru,https://dibird.com/species/west-peruvian-screech-owl/,-
0,western-alpine-mannikin,LC - Least concern,"Snow Mountain Mannikin, Western Mountain Mannikin, Snow Mountain Munia, Western Alpine Munia",,Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Lonchura,Australasia,New Guinea,https://dibird.com/species/western-alpine-mannikin/,-
0,western-banded-snake-eagle,LC - Least concern,"Banded Snake Eagle, Banded Harrier-Eagler, Banded Harrier-eagle, Smaller Banded Snake-eagle, Banded Harrier Eagle, Western Banded Harrier-Eagle, Smaller Eagle, Smaller Banded Harrier-Eagle, Western Banded Snake-eagle","Circaã«tos [sic] cinerascens, Circaëtus cinerascens",Hawks and relatives / Accipitriformes,"Kites, Hawks, Eagles / Accipitridae",Circaetus,Africa,Senegal and Gambia to w Ethiopia and s to Namibia and Zimbabwe,https://dibird.com/species/western-banded-snake-eagle/,-
0,western-barn-owl,LC - Least concern,"or Cape Verde Barn Owl, Barn Owl, Barn, Eastern Barn",Strix alba,Owls / Strigiformes,Barn Owls / Tytonidae,Tyto,"Africa, Eurasia",widespread,https://dibird.com/species/western-barn-owl/,-
0,western-bearded-greenbul,LC - Least concern,"Bearded Bulbul, Bearded Greenbul, Western Bearded Bulbul, Western Bearded-Greenbul",Trichophorus barbatus,Perching Birds / Passeriformes,Bulbuls / Pycnonotidae,Criniger,Africa,"w, c",https://dibird.com/species/western-bearded-greenbul/,-
0,western-blackeared-wheatear,LC - Least concern,"Western Black-eared Wheatear, Black-eared Wheatear (Western), Black-eared Wheatear",Motacilla hispanica,Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Oenanthe,Eurasia,"sw, sc Europe and nw Africa",https://dibird.com/species/western-blackeared-wheatear/,w Africa
0,western-blackheaded-batis,LC - Least concern,"Abyssinian Black-headed Batis, Von Erlanger's Batis, Uganda Black-headed Batis, Black-headed Batis (Western), Bamenda Black-headed Batis",Batis minor erlangeri,Perching Birds / Passeriformes,"Wattle-eyes, Batises / Platysteiridae",Batis,Africa,Ethiopian plateau and Somalia w to Cameroon and Angola,https://dibird.com/species/western-blackheaded-batis/,-
0,western-bluebill,LC - Least concern,"Blue-billed Weaver, Red-breasted Bluebill, Blue-billed Waxbill, Blue-bill, Crimson-breasted Bluebill",Loxia haematina,Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Spermophaga,Africa,"w, c",https://dibird.com/species/western-bluebill/,-
0,western-bluebird,LC - Least concern,"Mexican Bluebird, San Pedro Bluebird, California Bluebird, Chestnut-backed Bluebird",,Perching Birds / Passeriformes,Thrushes / Turdidae,Sialia,"Middle America, North America",w NA to c Mexico,https://dibird.com/species/western-bluebird/,-
0,western-bonellis-warbler,LC - Least concern,"Western Bonelli's-Warbler, Bonelli's warbler, Eastern Bonelli's Warbler","Rhadina bonelli, Sylvia bonelli, Sibilatrix bonelli",Perching Birds / Passeriformes,Leaf Warblers & Allies / Phylloscopidae,Phylloscopus,Eurasia,"Spain and Portugal to Austria, Slovenia and Italy",https://dibird.com/species/western-bonellis-warbler/,to wc Africa
0,western-bowerbird,LC - Least concern,,Ptilonorhynchus guttatus,Perching Birds / Passeriformes,Bowerbirds / Ptilonorhynchidae,Chlamydera,Australasia,"w, c Australia",https://dibird.com/species/western-bowerbird/,-
0,western-bristlebird,EN - Endangered,,,Perching Birds / Passeriformes,Bristlebirds / Dasyornithidae,Dasyornis,Australasia,sw Australia,https://dibird.com/species/western-bristlebird/,-
0,western-bronzenaped-pigeon,LC - Least concern,"Western Bronze naped Pigeon, Gabon Bronze-naped Pigeon",Columra [sic] iriditorques,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Columba,Africa,"Guinea and Sierra Leone to Uganda, DR Congo and Angola",https://dibird.com/species/western-bronzenaped-pigeon/,-
0,western-capercaillie,LC - Least concern,"Eurasian Capercaillie, Wood Grouse, Capercaille, Common Capercaillie, Capercaillie",Tetrao major,Сhickens and relatives / Galliformes,Pheasants & Allies / Phasianidae,Tetrao,Eurasia,"nw, nc",https://dibird.com/species/western-capercaillie/,-
0,western-cattle-egret,LC - Least concern,"Cattle Egret (Western), Cattle Egret, Cattle Egret (ibis), Buff-backed heron","Bubulcus coromandus, Egretta ibis, Ardea ibis",Pelicans and relatives / Pelecaniformes,"Herons, Bitterns / Ardeidae",Bubulcus,"Africa, South America, Middle America, North America, Eurasia","s Europe to Iran, Africa, Indian Ocean Is., North to South America",https://dibird.com/species/western-cattle-egret/,-
0,western-chattanager,VU - Vulnerable,"Highland Chat-Tanager, Western Chat-Tanager (nominal form), Highland Chat Tanager, Western Chat Tanager, Western Chat-Tanager (nominate)",Calyptophilus frugivorus tertius,Perching Birds / Passeriformes,Chat-tanagers / Calyptophilidae,Calyptophilus,North America,Hispaniola,https://dibird.com/species/western-chattanager/,-
0,western-citril,LC - Least concern,"Uganda Citril, Yellow-browed Citril, Western Citril Finch, Kivu Citril, Yellow-fronted Canary, Yellow-fronted Citril, West african citril","Dendrospiza frontalis, Serinus frontalis, Serinus citrinelloides frontalis",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Crithagra,Africa,"e DR Congo to Uganda, w Tanzania and ne Zambia.",https://dibird.com/species/western-citril/,-
0,western-corella,LC - Least concern,"Western Long-billed Corella, Bare-eyed Long-billed Corella, Corella, Western Long-billed Cockatoo",Licmetis pastinator,Parrots / Psittaciformes,Cockatoos / Cacatuidae,Cacatua,Australasia,sw Australia,https://dibird.com/species/western-corella/,-
0,western-crowned-pigeon,VU - Vulnerable,"Common Crowned-Pigeon, Common Crowned Pigeon, Blue Crowned-Pigeon, Western-crowned Pigeon, Crowned-pigeon, Blue Crowned Pigeon, Masked Crowned-Pigeon, Crowned Pigeon, Blue-crowned pigeon, Western Crowned-Pigeon","Columba cristata, Goüra cristata",Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Goura,Australasia,"nw New Guinea, w Papuan Is. and Misool I.",https://dibird.com/species/western-crowned-pigeon/,-
0,western-crowned-warbler,LC - Least concern,"Large Crowned Willow-Warbler, Large Crowned Leaf Warbler, Western Crowned Leaf Warbler, Large Crowned-Warbler, Western Crowned-Warbler, Large Crowned Leaf-Warbler, Crowned Willow Warbler, Great Crowned-Warbler, Western Crowned Leaf-Warbler, Large Crowned Willow Warbler","Acanthopneuste occipitalis, Ph [yllopneuste]. occipitalis, Seicercus occipitalis",Perching Birds / Passeriformes,Leaf Warblers & Allies / Phylloscopidae,Phylloscopus,Eurasia,sc to w Himalayas,https://dibird.com/species/western-crowned-warbler/,India
0,western-emerald,NE - Not evaluated,West Andean Emerald,Chlorostilbon melanorhynchos,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Chlorostilbon,South America,"w Colombia and w, c Ecuador",https://dibird.com/species/western-emerald/,-
0,western-fieldwren,LC - Least concern,"Rock Field Wren, Western Calamanthus, Rufous Fieldwren (Western), Rock Calamanthus",,Perching Birds / Passeriformes,Australasian Warblers / Acanthizidae,Calamanthus,Australasia,sw Australia,https://dibird.com/species/western-fieldwren/,-
0,western-fireeye,NE - Not evaluated,,Formicivora maura,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Pyriglena,South America,"w Ecuador, Peru, sc Colombia, e, c Bolivia and sw Brazil",https://dibird.com/species/western-fireeye/,-
0,western-gerygone,LC - Least concern,"White-tailed Flyeater, Western Warbler, White-tailed Gerygone Warbler, Western Gerygone Warbler, White-tailed Fairy-Warblers, White-tailed Warbler, White-tailed Gerygone",Psilopus fuscus,Perching Birds / Passeriformes,Australasian Warblers / Acanthizidae,Gerygone,Australasia,Australia,https://dibird.com/species/western-gerygone/,-
0,western-grasswren,LC - Least concern,,Malurus textilis,Perching Birds / Passeriformes,Australasian Wrens / Maluridae,Amytornis,Australasia,"w, s Australia",https://dibird.com/species/western-grasswren/,-
0,western-grebe,LC - Least concern,"Swan-necked Grebe, Swan Grebe",Podiceps occidentalis,Grebes / Podicipediformes,Grebes / Podicipedidae,Aechmophorus,"Middle America, North America",w,https://dibird.com/species/western-grebe/,-
0,western-greenbul,LC - Least concern,"Grey throated Greenbul, Western Mountain-Greenbul, Olive-breasted Greenbul, Gray-throated Bulbul, Grey-throated Bulbul, Western Mountain Greenbul, Olive-breasted Mountain Greenbul, Gray-throated Greenbul, Grey-throated Greenbul, Gray throated Greenbul","Arizelocichla nigriceps, Andropadus tephrolaemus, Arizelocichla tephrolaemus, Pycnonotus tephrolaemus, Trichophorus tephrolaemus",Perching Birds / Passeriformes,Bulbuls / Pycnonotidae,Arizelocichla,Africa,wc,https://dibird.com/species/western-greenbul/,-
0,western-ground-parrot,NE - Not evaluated,Ground Parrot (Western),,Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Pezoporus,Australasia,sw Australia,https://dibird.com/species/western-ground-parrot/,-
0,western-gull,LC - Least concern,Wyman's Gull,,Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Larus,North America,w coast,https://dibird.com/species/western-gull/,-
0,western-hemispingus,LC - Least concern,Black-eared Hemispingus (Western),"Hemispingus ochraceus, Chlorospingus ochraceus",Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Sphenopsis,South America,sw Colombia and w Ecuador,https://dibird.com/species/western-hemispingus/,-
0,western-jackdaw,LC - Least concern,"Common Jackdaw, Jackdaw, eurasian crow, Eurasian Jackdaw","Corvus monedula, Coleus monedula",Perching Birds / Passeriformes,"Crows, Jays / Corvidae",Coloeus,Eurasia,"c, w, sw, also n Africa",https://dibird.com/species/western-jackdaw/,-
0,western-kingbird,LC - Least concern,"Arkansas Flycatcher, Arkansas, Arkansas Kingbird",,Perching Birds / Passeriformes,"Tyrant Flycatchers, Calyptura / Tyrannidae",Tyrannus,North America,"nw, nc Canada to n Mexico",https://dibird.com/species/western-kingbird/,sw Mexico to Costa Rica
