,Common Name,Conservation status,Synonyms,Old latin name for bird,Order,Family,Genus,Breeding region,Breeding subregion,Link,Non breeding region
0,blacktailed-crake,LC - Least concern,"Elwes‘ crake, Rufous-backed Crake, Elwe's Crake, Black tailed Crake, Elwes' Crake, Elwes's Crake","Porzana bicolor, Amaurornis bicolor","Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Zapornia,Oriental Region,ne India to sc China,https://dibird.com/species/blacktailed-crake/,-
0,blacktailed-gnatcatcher,LC - Least concern,"Plumbeous Gnatcatcher, Sonora Gnatcatcher, Lead-colored Flycatcher, Lead-coloured Flycatcher, black-tailed gnatcacher, Black-tailed Gnatcatcher [incl. pontilis]",,Perching Birds / Passeriformes,Gnatcatchers / Polioptilidae,Polioptila,"Middle America, North America",sw USA and n Mexico,https://dibird.com/species/blacktailed-gnatcatcher/,-
0,blacktailed-godwit,NT - Near threatened,Blacktailed Godwit,"Scolopax limosa, Limosa melanuroides",Shorebirds / Charadriiformes,"Sandpipers, Snipes / Scolopacidae",Limosa,Eurasia,widespread,https://dibird.com/species/blacktailed-godwit/,"AF, OR, AU"
0,blacktailed-gull,LC - Least concern,"Temminck's Gull, Japanese Gull",,Shorebirds / Charadriiformes,"Gulls, Terns, Skimmers / Laridae",Larus,Eurasia,"e Siberia, Japan, Korean Pen. and e China",https://dibird.com/species/blacktailed-gull/,-
0,blacktailed-leaftosser,LC - Least concern,"Black-tailed Leafscraper, Black tailed Leaftosser",Thamnophilus caudacutus,Perching Birds / Passeriformes,Ovenbirds / Furnariidae,Sclerurus,South America,Amazonia and e Brazil,https://dibird.com/species/blacktailed-leaftosser/,-
0,blacktailed-monarch,LC - Least concern,"Djaul Monarch, York Monarch, Duke of York Monarch, Bismarck Monarch, New Britain Pied Monarch, New Britain Monarch, Bismark Pied Monarch, Black tailed Monarch, Bismark Monarch","Monarcha verticalis, Symposiarchus verticalis",Perching Birds / Passeriformes,Monarchs / Monarchidae,Symposiachrus,Australasia,Bismarck Arch.,https://dibird.com/species/blacktailed-monarch/,-
0,blacktailed-myiobius,LC - Least concern,"Black-tailed Flycatcher, Black tailed Flycatcher, Lesser Black-tailed Flycatcher",Myiobius atricaudatus,Perching Birds / Passeriformes,"Tityras, Becards, Sharpbill / Tityridae",Myiobius,"South America, Middle America","Costa Rica to Ecuador, e Brazil",https://dibird.com/species/blacktailed-myiobius/,-
0,blacktailed-nativehen,LC - Least concern,"Black-tailed Waterhen, Native Bantam, Black-tailed Gallinule, Black-tailed Native-hen, Black tailed Native hen, Black-tailed Native Hen, Black-tailed Swamphen",Gallinula ventralis,"Cranes, Rails and relatives / Gruiformes","Rails, Crakes & Coots / Rallidae",Tribonyx,Australasia,Australia,https://dibird.com/species/blacktailed-nativehen/,-
0,blacktailed-tityra,LC - Least concern,"Cayenne Tityra, Black tailed Tityra",Lanius [] cayanus,Perching Birds / Passeriformes,"Tityras, Becards, Sharpbill / Tityridae",Tityra,South America,widespread,https://dibird.com/species/blacktailed-tityra/,-
0,blacktailed-trainbearer,LC - Least concern,"Long-tailed Sylph, Black tailed Trainbearer",Trochilus victoriae,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Lesbia,South America,ne Colombia to se Peru,https://dibird.com/species/blacktailed-trainbearer/,-
0,blacktailed-treecreeper,LC - Least concern,"Black-tailed Creeper, Allied Treecreeper, Black tailed Treecreeper",Climacteris melanura,Perching Birds / Passeriformes,Australasian Treecreepers / Climacteridae,Climacteris,Australasia,"n, wc Australia",https://dibird.com/species/blacktailed-treecreeper/,-
0,blacktailed-trogon,LC - Least concern,Black-tailed Trogon (Black-tailed),,"Trogons, quetzals / Trogoniformes",Trogons / Trogonidae,Trogon,"South America, Middle America",Panama to Venezuela and Amazonia,https://dibird.com/species/blacktailed-trogon/,-
0,blackthighed-falconet,LC - Least concern,"Black-legged Falconet, Malay Falconet, Black-sided Falconet, Black-tailed Falconet, Black thighed Falconet, Black-legged",Falco fringillarius,Falcons / Falconiformes,"Caracaras, Falcons / Falconidae",Microhierax,Oriental Region,Malay Pen. and Greater Sundas,https://dibird.com/species/blackthighed-falconet/,-
0,blackthighed-grosbeak,LC - Least concern,Black thighed Grosbeak,,Perching Birds / Passeriformes,Cardinals & Allies / Cardinalidae,Pheucticus,Middle America,Costa Rica and Panama,https://dibird.com/species/blackthighed-grosbeak/,-
0,blackthighed-puffleg,NT - Near threatened,"Black thighed Puffleg, Derby's Puffleg",Trochilus derbyi,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Eriocnemis,South America,Colombia and nw Ecuador,https://dibird.com/species/blackthighed-puffleg/,-
0,blackthroat,VU - Vulnerable,"Black-throated Robin, Black-throated Blue Robin","Luscinia obscurus, Luscinia obscura, Erithacus obscurus, Larvivora obscura",Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Calliope,Eurasia,nc China,https://dibird.com/species/blackthroat/,se Asia
0,blackthroated-accentor,LC - Least concern,Ural Black-throated Accentor,Accentor atrogularis,Perching Birds / Passeriformes,Accentors / Prunellidae,Prunella,Eurasia,"c, sw",https://dibird.com/species/blackthroated-accentor/,-
0,blackthroated-antbird,LC - Least concern,Black-throated or Spot-breasted Antbird,"Formicarius attothorax, Myrmeciza atrothorax",Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Myrmophylax,South America,Amazonia,https://dibird.com/species/blackthroated-antbird/,-
0,blackthroated-antshrike,LC - Least concern,Black throated Antshrike,Thamnophilus viridis,Perching Birds / Passeriformes,Antbirds / Thamnophilidae,Frederickena,South America,ne Amazonia,https://dibird.com/species/blackthroated-antshrike/,-
0,blackthroated-apalis,LC - Least concern,"Black-throated Yellow Warbler, Black throated Apalis",,Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Apalis,Africa,"c, e",https://dibird.com/species/blackthroated-apalis/,-
0,blackthroated-babbler,NT - Near threatened,"Black throated Babbler, Black-necked Babbler",Timalia nigricollis,Perching Birds / Passeriformes,"Babblers, Scimitar Babblers / Timaliidae",Stachyris,Oriental Region,"Malay Pen., Sumatra and Borneo",https://dibird.com/species/blackthroated-babbler/,-
0,blackthroated-barbet,LC - Least concern,"Black throated Barbet, African Black-throated Barbet, Brown-throated Barbet","Lybius melanocephalus, Pogonias melanocephala, Tricholaema melanocephalum, Tricholaema flavibuccalis","Woodpeckers, Toucans and relatives / Piciformes",African Barbets / Lybiidae,Tricholaema,Africa,e,https://dibird.com/species/blackthroated-barbet/,-
0,blackthroated-blue-warbler,LC - Least concern,"Cairns' Warbler, Black-throated warbler","Motacilla caerulescens, Dendroica caerulescens",Perching Birds / Passeriformes,New World Warblers / Parulidae,Setophaga,North America,ne,https://dibird.com/species/blackthroated-blue-warbler/,Bahamas to n SA
0,blackthroated-brilliant,LC - Least concern,Black throated Brilliant,"Ionolaima schreibersii, Trochilus schreibersii",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Heliodoxa,South America,w Amazonia,https://dibird.com/species/blackthroated-brilliant/,-
0,blackthroated-bushtit,LC - Least concern,"Black-throated Tit, Red-headed tit, Black-throated Tit (Black-throated)",Psaltria concinna,Perching Birds / Passeriformes,Bushtits / Aegithalidae,Aegithalos,Oriental Region,Himalayas to s Vietnam,https://dibird.com/species/blackthroated-bushtit/,-
0,blackthroated-canary,LC - Least concern,"Black-throated Seedeater, Southern Yellow-rumped Seedeater, Yellow-rumped Seedeater, Blackthroated Canary, Black-throated Seed-eater, Southern Yellow rumped Seedeater","Serinus angolensis, Linaria atrogularis, Serinus atrogularis, Ochrospiza xanthopygia, Ochrospiza atrogularis",Perching Birds / Passeriformes,"Finches, Euphonias / Fringillidae",Crithagra,Africa,"e, s",https://dibird.com/species/blackthroated-canary/,-
0,blackthroated-coucal,LC - Least concern,"Great Coucal, Black throated Coucal",Polophilus leucogaster,Cuckoos and relatives / Cuculiformes,Cuckoos / Cuculidae,Centropus,Africa,"w, c",https://dibird.com/species/blackthroated-coucal/,-
0,blackthroated-finch,LC - Least concern,"Parson Finch, Diggles's Finch, Black-rumped Finch, Black throated Finch, Black-throated Grassfinch",Amadina cincta,Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Poephila,Australasia,"ne, e Australia",https://dibird.com/species/blackthroated-finch/,-
0,blackthroated-flowerpiercer,LC - Least concern,"Black-throated Flower Piercer, Black-throated Flower-piercer, Black throated Flower piercer",,Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Diglossa,South America,Colombia to Chile,https://dibird.com/species/blackthroated-flowerpiercer/,-
0,blackthroated-green-warbler,LC - Least concern,"Wayne's Warbler, Black-throated green","Motacilla virens, Dendroica virens",Perching Birds / Passeriformes,New World Warblers / Parulidae,Setophaga,North America,"c Canada to se Canada and ne, e and nc USA",https://dibird.com/species/blackthroated-green-warbler/,Mexico to n SA and West Indies
0,blackthroated-grosbeak,LC - Least concern,"Back-throated grosbeal, Black throated Grosbeak","Loxia fuliginosa, Pitylus fuliginosus",Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Saltator,South America,"e Paraguay, ne Argentina and s, se Brazil",https://dibird.com/species/blackthroated-grosbeak/,-
0,blackthroated-hermit,LC - Least concern,"Ecuadorian Stripe-throated Hermit, Little Hermit, Little Hermit (Tapajos)",Phaethornis longuemareus,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Phaethornis,South America,Colombia to n Peru,https://dibird.com/species/blackthroated-hermit/,-
0,blackthroated-honeyeater,LC - Least concern,"Black-fronted Honeyeater, Black throated Honeyeater","Ptilotis subfrenata, Lichenostomus subfrenatus, Meliphaga subfrenata",Perching Birds / Passeriformes,Honeyeaters / Meliphagidae,Caligavis,Australasia,New Guinea,https://dibird.com/species/blackthroated-honeyeater/,-
0,blackthroated-huethuet,LC - Least concern,"Huet huet, Chestnut-breasted Huet-huet, Black-throated Huet Huet, Huet-huet",Hylactes tarnii,Perching Birds / Passeriformes,Tapaculos / Rhinocryptidae,Pteroptochos,South America,"c, s Chile and sw Argentina",https://dibird.com/species/blackthroated-huethuet/,-
0,blackthroated-jay,LC - Least concern,"Black-throated Dwarf Jay, Black throated Jay, Strickland's Jay",Cyanocorax pumilo,Perching Birds / Passeriformes,"Crows, Jays / Corvidae",Cyanolyca,Middle America,s Mexico to nw Honduras,https://dibird.com/species/blackthroated-jay/,-
0,blackthroated-laughingthrush,LC - Least concern,"Black-throated Laughing-thrush, Black throated Laughingthrush, Black-throated Laughing Thrush, Chinese Laughingthrush","Garrulax chinensis, Lanius (chinensis), Dryonastes chinensis, Ianthocincla chinensis",Perching Birds / Passeriformes,Laughingthrushes & Allies / Leiothrichidae,Pterorhinus,Oriental Region,Southeast Asia,https://dibird.com/species/blackthroated-laughingthrush/,-
0,blackthroated-loon,LC - Least concern,"Arctic Diver, Green-throated Loo, Arctic Loon, Black-throated Diver, Black-throated Diver/Arctic Loon","Urinator arcticus, Colymbus arcticus, Gavia arcticus",Divers / Gaviiformes,Loons / Gaviidae,Gavia,"North America, Eurasia",n Eurasia and w Alaska,https://dibird.com/species/blackthroated-loon/,-
0,blackthroated-magpiejay,LC - Least concern,"Collie's Magpie Jay, Black throated Magpie Jay, Collie's Magpie-Jay, Black-throated Magpie Jay","Pica colliei, Cyanocorax colliei",Perching Birds / Passeriformes,"Crows, Jays / Corvidae",Calocitta,Middle America,w Mexico,https://dibird.com/species/blackthroated-magpiejay/,-
0,blackthroated-mango,LC - Least concern,Black throated Mango,"Anthracothorax violicauda, Trochilus nigricollis",Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Anthracothorax,"South America, Middle America",w Panama to ne Argentina,https://dibird.com/species/blackthroated-mango/,-
0,blackthroated-munia,LC - Least concern,"Black-throated Mannikin, Jerdon's Munia, Rufous-bellied Mannikin, Jerdon's Mannikin, Rufous-breasted Munia, Sri Lanka Hill Munia, Black throated Munia, Rufous-bellied Munia, Hill Munia",Munia kelaarti,Perching Birds / Passeriformes,"Waxbills, Munias & Allies / Estrildidae",Lonchura,Oriental Region,India and Sri Lanka,https://dibird.com/species/blackthroated-munia/,-
0,blackthroated-parrotbill,LC - Least concern,"Gray-eared Parrotbill, Grey-cheeked Parrotbill, Orange Parrotbill, Ashy-eared parrotbill, Grey-eared Parrotbill, Blyth's Parrotbill, Orange Suthora, Nepal Parrotbill, Gray-cheeked Parrotbill, Black-throated crowtit","Parus [] suthora nipalensis, Suthora poliotis, Suthora beaulieui, Paradoxornis nipalensis",Perching Birds / Passeriformes,Parrotbills & Allies / Paradoxornithidae,Suthora,Oriental Region,Nepal to nw Thailand,https://dibird.com/species/blackthroated-parrotbill/,-
0,blackthroated-prinia,LC - Least concern,"Black-throated prinia, Hill prinia, White-browed prinia, Black-throated hill prinia","Suya atrogularis, Prinia superciliaris",Perching Birds / Passeriformes,Cisticolas & Allies / Cisticolidae,Prinia,Oriental Region,e Himalayas from Nepal to w Myanmar,https://dibird.com/species/blackthroated-prinia/,-
0,blackthroated-robin,LC - Least concern,"Black-bibbed Robin, Black throated Robin, Black-throated Flycatcher","Megalestes albonotatus, Poecilodryas albonotata",Perching Birds / Passeriformes,Australasian Robins / Petroicidae,Plesiodryas,Australasia,New Guinea,https://dibird.com/species/blackthroated-robin/,-
0,blackthroated-saltator,LC - Least concern,Black throated saltator,Saltator atricollis,Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Saltatricula,South America,e Bolivia and e Paraguay to e Brazil,https://dibird.com/species/blackthroated-saltator/,-
0,blackthroated-shrikebill,NT - Near threatened,Black-throated Shrikebill (Black-throated),Lalage nigrogularis,Perching Birds / Passeriformes,Monarchs / Monarchidae,Clytorhynchus,Pacific ocean,Fiji Is.,https://dibird.com/species/blackthroated-shrikebill/,-
0,blackthroated-shriketanager,LC - Least concern,"Black-throated Shrike Tanager, Black throated Shrike Tanager, Great Shrike-Tanager",,Perching Birds / Passeriformes,Tanagers & Allies / Thraupidae,Lanio,Middle America,s Mexico to Honduras,https://dibird.com/species/blackthroated-shriketanager/,-
0,blackthroated-sparrow,LC - Least concern,"Black-throated Finch, Desert Sparrow, Pacific Sparrow, Bangs' Sparrow","Emberiza bilineata, Aimophila bilineata",Perching Birds / Passeriformes,New World Sparrows / Passerellidae,Amphispiza,"Middle America, North America",w USA to c Mexico,https://dibird.com/species/blackthroated-sparrow/,-
0,blackthroated-spinetail,LC - Least concern,"Chestnut Spinetail, Black throated Spinetail",,Perching Birds / Passeriformes,Ovenbirds / Furnariidae,Synallaxis,South America,n Venezuela,https://dibird.com/species/blackthroated-spinetail/,-
0,blackthroated-sunbird,LC - Least concern,Black throated Sunbird,Cinnyris saturata,Perching Birds / Passeriformes,Sunbirds / Nectariniidae,Aethopyga,Oriental Region,Himalayas to s Vietnam,https://dibird.com/species/blackthroated-sunbird/,-
0,blackthroated-thistletail,LC - Least concern,Black throated Thistletail,"Schizoeaca harterti, Schizoeaca harteri",Perching Birds / Passeriformes,Ovenbirds / Furnariidae,Asthenes,South America,"n, c Bolivia",https://dibird.com/species/blackthroated-thistletail/,-
0,blackthroated-thrush,LC - Least concern,"Dark-throated Thrush, Blackthroated Thrush",,Perching Birds / Passeriformes,Thrushes / Turdidae,Turdus,Eurasia,wc Russia to nc Siberia and nw Mongolia,https://dibird.com/species/blackthroated-thrush/,"sw, s Asia"
