,Common Name,Conservation status,Synonyms,Old latin name for bird,Order,Family,Genus,Breeding region,Breeding subregion,Link,Non breeding region
0,collared-imperial-pigeon,LC - Least concern,"Black-collared Fruit Pigeon, Black-collared Imperial-Pigeon, Muller's Imperial Pigeon, Mueller's Imperial-Pigeon, Müller's Imperial Pigeon, Collared Imperial-Pigeon",Columba mullerii,Pigeons and Doves / Columbiformes,"Pigeons, Doves / Columbidae",Ducula,Australasia,"n, s New Guinea and Aru Is.",https://dibird.com/species/collared-imperial-pigeon/,-
0,collared-inca,LC - Least concern,"Collared Inca (Collared), Ecuador collared inca",Ornismia torquata,Swifts and Hummingbirds / Apodiformes,Hummingbirds / Trochilidae,Coeligena,South America,w Venezuela and Colombia to Bolivia,https://dibird.com/species/collared-inca/,-
0,collared-kingfisher,LC - Least concern,,"Alcedo chloris, Halcyon chloris",Kingfishers and relatives / Coraciiformes,Kingfishers / Alcedinidae,Todiramphus,"Australasia, Oriental Region",widespread from South Asia through Malaysia to Lesser Sundas; also ne AF and Arabian Pen.,https://dibird.com/species/collared-kingfisher/,-
0,collared-lark,LC - Least concern,Collared Bushlark,,Perching Birds / Passeriformes,Larks / Alaudidae,Mirafra,Africa,e Ethiopia and Somalia to c Kenya,https://dibird.com/species/collared-lark/,-
0,collared-laughingthrush,EN - Endangered,"Collared Laughing-thrush, Yersin's Laughingthrush, Yersin's Laughing Thrush",Garrulax yersini,Perching Birds / Passeriformes,Laughingthrushes & Allies / Leiothrichidae,Trochalopteron,Oriental Region,Vietnam,https://dibird.com/species/collared-laughingthrush/,-
0,collared-lory,NE - Not evaluated,Solitary Lory,"Vini solitarius, Phigys solitarius, Phigys soltarius, Psittacus solitarius",Parrots / Psittaciformes,Old World Parrots / Psittaculidae,Vini,Pacific ocean,Fiji Is.,https://dibird.com/species/collared-lory/,-
0,collared-myna,LC - Least concern,"White-collared Mynah, White-collared Myna, Collared Mynah, White collared Mynah",,Perching Birds / Passeriformes,"Starlings, Rhabdornis / Sturnidae",Acridotheres,Oriental Region,ne India to sc China,https://dibird.com/species/collared-myna/,-
0,collared-nightjar,LC - Least concern,,Caprimulgus enarratus,Nightjars and relatives / Caprimulgiformes,Nightjars / Caprimulgidae,Gactornis,Africa,Madagascar,https://dibird.com/species/collared-nightjar/,-
0,collared-owlet,LC - Least concern,"Collared Pygmy-Owlet, Cuckoo owl, Collared pigmy owlet, Collared Pygmy Owlet, Collared or Sunda Owlet, Collared Pygmy Owl, Collared Pygmy-Owl","Glaucidium brodiei, Noctua brodiei",Owls / Strigiformes,Owls / Strigidae,Taenioptynx,Oriental Region,widespread,https://dibird.com/species/collared-owlet/,-
0,collared-palm-thrush,LC - Least concern,"Collared Morning Warbler, Scrub Morning-Thrush, Scrub Morningwarbler, Morning Warbler, Collared Morning-Thrush, Collared Palmthrush, Collared Palm-Thrush, Morningwarbler, Scrub Palm-Thrush",,Perching Birds / Passeriformes,"Chats, Old World Flycatchers / Muscicapidae",Cichladusa,Africa,"c DR Congo, Uganda and Kenya to ne South Africa",https://dibird.com/species/collared-palm-thrush/,-
0,collared-petrel,VU - Vulnerable,Gould's Petrel (Collared),Procellaria brevipes,Albatrosses and Petrels / Procellariiformes,"Petrels, Shearwaters, Diving Petrels / Procellariidae",Pterodroma,Pacific ocean,sw,https://dibird.com/species/collared-petrel/,-
0,collared-plover,LC - Least concern,"South American Ringed Plover, Azara's Ringed Plover",,Shorebirds / Charadriiformes,Plovers / Charadriidae,Charadrius,"South America, Middle America",widespread,https://dibird.com/species/collared-plover/,-
0,collared-pratincole,LC - Least concern,"Collared Pranticole, East African Pratincole, Red-winged Pratincole, European Pratincole, Sudan Pratincole, Swallow Plover, Pratincole, Common Pratincole, Redwinged Pratincole, Somali Pratincole",Hirundo pratincola,Shorebirds / Charadriiformes,"Coursers, Pratincoles / Glareolidae",Glareola,"Africa, Eurasia",widespread,https://dibird.com/species/collared-pratincole/,AF
