,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth
0,Ashy flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/1051726,Dicaeum vulneratum (Ashy Flowerpecker) is a species of birds in the family Dicaeidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Indonesia,"montane forest,terrestrial",Decreasing,australasia,10 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy minivet,Animalia,Chordata,Aves,https://eol.org/pages/45516785,Pericrocotus divaricatus (Ashy Minivet) is a species of birds in the family cuckoo-shrikes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,North Pacific,terrestrial,Decreasing,the palearctic,28 g,,,,,,,Chao Phraya Lowland Moist Deciduous Forests,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy myzomela,Animalia,Chordata,Aves,https://eol.org/pages/45518388,Myzomela cineracea (Ashy Myzomela) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,South Pacific,,,australasia,15.6 g,,,,,,,New Britain-New Ireland Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy prinia,Animalia,Chordata,Aves,https://eol.org/pages/916310,Prinia socialis (Ashy Prinia) is a species of birds in the family African warblers. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Indian Ocean,"grassland,freshwater habitat",Stable,the indo-malayan realm,11 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy robin,Animalia,Chordata,Aves,https://eol.org/pages/45518278,Heteromyias albispecularis (Ashy Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Australia,mountain,,australasia,36.3 g,,,,,Ixodes,,Northern New Guinea Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy starling,Animalia,Chordata,Aves,https://eol.org/pages/45515519,Lamprotornis unicolor (Ashy Starling) is a species of birds in the family starlings. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Tanzania,terrestrial,Unknown,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/51950467,Ashy storm petrel gyrovirus is a species of  in the family Anelloviridae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceanodroma homochroa (Coues 1864) (Ashy Storm Petrel),,,,,,,,,,,,,
0,Ashy tailorbird,Animalia,Chordata,Aves,https://eol.org/pages/917869,Orthotomus ruficeps (Ashy Tailorbird) is a species of birds in the family African warblers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Brunei,"subtropical,terrestrial",Stable,the indo-malayan realm,,,,,,,,sundaland heath forests,,,,,,,,Hesperiidae (skipper butterflies),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy thrush,Animalia,Chordata,Aves,https://eol.org/pages/1052837,Geokichla cinerea (Ashy Thrush) is a species of birds in the family thrushes. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Philippines,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy tit,Animalia,Chordata,Aves,https://eol.org/pages/45515282,Melaniparus cinerascens (Ashy Tit) is a species of birds in the family Paridae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Angola,"tropical,terrestrial",Stable,,21.7 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy wood pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516184,Columba pulchricollis (Ashy Wood Pigeon) is a species of birds in the family Columbidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Bhutan,"temperate,terrestrial",Decreasing,the palearctic,330 g,,,,,,Callicarpa pedunculata R. Br.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45516615,Mulleripicus fulvus (Ashy Woodpecker) is a species of birds in the family woodpeckers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,"tropical,terrestrial",Decreasing,australasia,,,,,,,,Sulawesi Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ashy woodswallow,Animalia,Chordata,Aves,https://eol.org/pages/914102,Artamus fuscus (Ashy Woodswallow) is a species of birds in the family woodswallows. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Indian Ocean,"arid,terrestrial",Stable,the palearctic,42 g,,,,,,,Cardamom Mountains Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian barred owlet,Animalia,Chordata,Aves,https://eol.org/pages/45518941,Glaucidium cuculoides (Asian Barred Owlet) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,-15 dB,flight,apatite,corneal eyes,India,"temperate,terrestrial",Increasing,the palearctic,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian brown flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510989,"Muscicapa dauurica (Asian Brown Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the palearctic, the indo-malayan realm, and australasia. They rely on flight to move around.",tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,North Pacific,"tropical,terrestrial",Stable,the palearctic,9.800000000000001 g,,,,,,,Northern Khorat Plateau Moist Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian desert warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515468,"Sylvia nana (Asian Desert Warbler) is a species of birds in the family Sylviidae. They are found in the palearctic, Afrotropics, and the indo-malayan realm. They are diurnal. They rely on flight to move around.",tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Bahrain,steppe,,the palearctic,10.5 g,,,,,,,mediterranean dry woodlands and steppe,NHMUK,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian dowitcher,Animalia,Chordata,Aves,https://eol.org/pages/45516165,"Limnodromus semipalmatus (Asian Dowitcher) is a species of birds in the family Scolopacidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm, the palearctic, and australasia. They rely on flight to move around.",tympanic middle ear,near threatened,nectonic,,20 dB,flight,apatite,corneal eyes,New Zealand,marine,Decreasing,the indo-malayan realm,235 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian emerald cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/913068,Chrysococcyx maculatus (Asian Emerald Cuckoo) is a species of birds in the family Cuculidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Decreasing,the indo-malayan realm,27 g,,,,,,,Northern Annamites Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian fairybluebird,Animalia,Chordata,Aves,https://eol.org/pages/1050913,Irena puella (Asian Fairy Bluebird) is a species of birds in the family fairy-bluebirds. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,United States,tropical,,the indo-malayan realm,70.3 g,,,,,,Ficus benjamina L. (benjamin-tree),Southern Vietnam Lowland Dry Forests,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian glossy starling,Animalia,Chordata,Aves,https://eol.org/pages/45517365,Aplonis panayensis (Asian Glossy Starling) is a species of birds in the family starlings. They are found in australasia and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,United States,"mangrove swamp,terrestrial",Unknown,australasia,60.5 g,,,,,,Ficus caulocarpa Miq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian golden weaver,Animalia,Chordata,Aves,https://eol.org/pages/45517651,Ploceus hypoxanthus (Asian Golden Weaver) is a species of birds in the family Weavers & allies. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,Cambodia,"tropical,freshwater habitat",Decreasing,the indo-malayan realm,18.6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian house martin,Animalia,Chordata,Aves,https://eol.org/pages/45517010,Delichon dasypus (Asian House Martin) is a species of birds in the family swallows. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,North Pacific,"mountain,terrestrial",Increasing,the palearctic,18 g,,,,,,,Peninsular Malaysian Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian koel,Animalia,Chordata,Aves,https://eol.org/pages/45517814,Eudynamys scolopaceus (Asian Koel) is a species of birds in the family Cuculidae. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,South Pacific,"tropical,terrestrial",Stable,,327 g,,,,,,Morus alba L. (white mulberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urocissa erythroryncha (Boddaert 1783) (Blue Magpie),,,,,,,,,,,,
0,Asian openbill,Animalia,Chordata,Aves,https://eol.org/pages/1049142,Anastomus oscitans (Asian Openbill) is a species of birds in the family Ciconiidae. They are associated with freshwater habitat. They are native to Asia. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight and gliding to move around.,,,,,,flight,,,Indian Ocean,,Unknown,the indo-malayan realm,,,18 years,molluscivore,,,,,,bilaterally symmetric,fish,monogamous,Asia,protection,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian palm swift,Animalia,Chordata,Aves,https://eol.org/pages/45516408,"Cypsiurus balasiensis (Asian Palm Swift) is a species of birds in the family swifts. They are found in the palearctic, the indo-malayan realm, and australasia. They rely on flight to move around.",tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Indian Ocean,"beach,terrestrial",Stable,the palearctic,10 g,,,,,,,Chhota-Nagpur Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian rosy finch,Animalia,Chordata,Aves,https://eol.org/pages/45510271,Leucosticte arctoa (Asian Rosy Finch) is a species of birds in the family finches. They are found in The Nearctic and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,,,flight,apatite,corneal eyes,United States,"temperate,terrestrial",Decreasing,The Nearctic,31 g,terrestrial,,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asian stubtail,Animalia,Chordata,Aves,https://eol.org/pages/45518953,Urosphena squameiceps (Asian Stubtail) is a species of birds in the family Cettiidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,North Pacific,"coniferous forest,freshwater habitat",Stable,the palearctic,10 g,,,,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Asir magpie,Animalia,Chordata,Aves,https://eol.org/pages/51507885,Pica asirensis (Asir Magpie) is a species of birds in the family Corvidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,wadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Assam Laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/45517240,Trochalopteron chrysopterum (Assam Laughingthrush) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,China,terrestrial,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atherton scrubwren,Animalia,Chordata,Aves,https://eol.org/pages/45518108,Sericornis keri (Atherton Scrubwren) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Australia,"subtropical,terrestrial",Stable,australasia,13 g,,,,,,,Einasleigh Upland Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atitlán grebe,Animalia,Chordata,Aves,https://eol.org/pages/45509029,Podilymbus gigas (Atitlan Grebe) is a species of birds in the family grebes. This species is extinct. They are listed in cites appendix i. They rely on drag powered swimming and flight to move around.,otoliths,extinct,,1000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Guatemala,"lake,freshwater habitat",,,856 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atiu swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/1266093,"Aerodramus sawtelli (Aitu Swiftlet) is a species of birds in the family swifts. They are listed as vulnerable by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,vulnerable,,,,bipedal movement,apatite,corneal eyes,French Polynesia,terrestrial,Stable,"Oceania continent (Australia, NZ and islands)",8.6 g,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,,,,,,
0,Atlantic canary,Animalia,Chordata,Aves,https://eol.org/pages/45510351,Serinus canaria (Island Canary) is a species of birds in the family finches. They are found in the palearctic. They visit flowers of Echium wildpretii. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,,,flight,,,United States,tropical,Stable,the palearctic,,terrestrial,24 years,granivore,24.3 g,,,,SNSB-Zoologische Staatssammlung Muenchen,,,,,,,,,,,,,,0.230065 watts,,,314.15 kelvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atlantic petrel,Animalia,Chordata,Aves,https://eol.org/pages/45512118,Pterodroma incerta (Atlantic Petrel) is a species of birds in the family Procellariidae. They are listed as endangered by IUCN. They are found in Antarctica and Afrotropics. They rely on flight to move around.,tympanic middle ear,endangered,nectonic,,,flight,,corneal eyes,Mozambique,"subtropical,terrestrial",Decreasing,Antarctica,520 g,,,,,,Gymnoscopelus piabilis (Whitley 1931) (Lanternfish),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atlantic puffin,Animalia,Chordata,Aves,https://eol.org/pages/45509370,Fratercula arctica (Atlantic Puffin) is a species of birds in the family auks. They are listed as vulnerable by IUCN. They are native to the Palearctic and The Nearctic. They are diurnal. Individuals can grow to 63 cm. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.,,,nectonic,,,,,,Iceland,,Decreasing,the palearctic,,marine pelagic,,vertivore,,,,,,bilaterally symmetric,,,the Palearctic,,,,,,,,,,,1 /year,36 days,,,,,,0.145 /day,,,,,,,,,,63 cm,,,,,,,,,,,,,,
0,Atlantic royal flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/1264411,Onychorhynchus swainsoni (Atlantic Royal Flycatcher) is a species of birds in the family Tityridae. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,freshwater habitat,Decreasing,The Neotropics,,,,,,,,Serra Do Mar Coastal Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atlas pied flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514777,Ficedula speculigera (Atlas Pied Flycatcher) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atoll fruit dove,Animalia,Chordata,Aves,https://eol.org/pages/1049899,"Ptilinopus coralensis (Atoll Fruit Dove) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,near threatened,,,20 dB,bipedal movement,apatite,corneal eyes,French Polynesia,"subtropical,terrestrial",Decreasing,"Oceania continent (Australia, NZ and islands)",99 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Atoll starling,Animalia,Chordata,Aves,https://eol.org/pages/1051026,Aplonis feadensis (Atoll Starling) is a species of birds in the family starlings. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,The Philippines,"subtropical,terrestrial",Stable,australasia,72 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Auckland rail,Animalia,Chordata,Aves,https://eol.org/pages/1045912,Lewinia muelleri (Auckland Rail) is a species of birds in the family rails. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,20 dB,flight,apatite,corneal eyes,,terrestrial,Stable,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Auckland shag,Animalia,Chordata,Aves,https://eol.org/pages/45517783,Leucocarbo colensoi (Auckland Shag) is a species of birds in the family cormorants. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,vulnerable,,5000 Hz,20 dB,flight,apatite,corneal eyes,South Pacific,marine,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andracantha clavata (Goss 1941),,Pectinopygus carunculatus Timmermann 1964,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Auckland teal,Animalia,Chordata,Aves,https://eol.org/pages/1048468,Anas aucklandica (Flightless Teal) is a species of birds in the family Anatidae. They are listed as vulnerable by IUCN and in cites appendix i. They are found in australasia. They rely on drag powered swimming to move around.,tympanic middle ear,vulnerable,nectonic,,20 dB,drag powered swimming,apatite,corneal eyes,New Zealand,freshwater habitat,Stable,australasia,521 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Audouins gull,Animalia,Chordata,Aves,https://eol.org/pages/45513590,Ichthyaetus audouinii (Audouin's Gull) is a species of birds in the family Laridae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,North Atlantic,coastal,,,,,20.9 years,,535 g,,,,,,,,,,,,,,,,,,,,,,,,,,0.18 /day,1095 days,,,,,,,,,,,,,,,,,,,,,,,
0,Audubons oriole,Animalia,Chordata,Aves,https://eol.org/pages/45511141,Icterus graduacauda (Audubon's Oriole) is a species of birds in the family New World blackbirds. They are native to The Neotropics and The Nearctic. They are diurnal carnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.,,,,,,flight,,,United States,,Decreasing,The Neotropics,,,,insectivore,,,,,NHMUK,bilaterally symmetric,seeds,monogamous,The Neotropics,protection,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Audubons shearwater,Animalia,Chordata,Aves,https://eol.org/pages/45511314,Puffinus lherminieri (Audubon's Shearwater) is a species of birds in the family Procellariidae. They are found in The Neotropics and the palearctic. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,,,nectonic,,,flight,,corneal eyes,Kenya,tropical ocean,Decreasing,The Neotropics,,marine pelagic,,vertivore,130 g,,Sprattus sprattus (Linnaeus 1758) (sprat),,,,,,,,,,,,,,,,,,51 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Audubons warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511109,Setophaga auduboni (Audubon's Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,United States,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Augur buzzard,Animalia,Chordata,Aves,https://eol.org/pages/1048453,Buteo augur (Augur Buzzard) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,flight,apatite,corneal eyes,Namibia,"grassland,terrestrial",Stable,Afrotropics,1160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Austens brown hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1227079,Anorrhinus austeni (Austen's Brown Hornbill) is a species of birds in the family hornbills. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,near threatened,,,20 dB,bipedal movement,apatite,corneal eyes,Cambodia,terrestrial,Decreasing,the indo-malayan realm,,,,,,,,Southeastern Indochina Dry Evergreen Forests,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Austral blackbird,Animalia,Chordata,Aves,https://eol.org/pages/45513465,"Curaeus curaeus (Austral Blackbird) is a species of birds in the family New World blackbirds. They are found in The Neotropics. They visit flowers of Puya coerulea, Chilean Puya, and Chilean firebush. They rely on flight to move around.",tympanic middle ear,,,,,flight,apatite,corneal eyes,Chile,"tropical,terrestrial",Stable,The Neotropics,89.90000000000001 g,,,,,,Maytenus boaria Molina (mayten),,,,,,,,,,,,,,,,,,,,,,,,,,,Puya chilensis Molina (Chilean Puya),,,,,,,,,,,,,,,,,,,,,
0,Austral canastero,Animalia,Chordata,Aves,https://eol.org/pages/917986,Asthenes anthoides (Austral Canastero) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Chile,"grassland,terrestrial",Stable,,24.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Austral negrito,Animalia,Chordata,Aves,https://eol.org/pages/45513171,Lessonia rufa (Austral Negrito) is a species of birds in the family tyrant flycatchers. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,South Pacific,"grassland,terrestrial",Stable,The Neotropics,15.5 g,,,,,,,Chilean Matorral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Austral parakeet,Animalia,Chordata,Aves,https://eol.org/pages/1178006,Enicognathus ferrugineus (Austral Parakeet) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,bipedal movement,apatite,corneal eyes,Chile,terrestrial,Stable,The Neotropics,188 g,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Austral pygmy owl,Animalia,Chordata,Aves,https://eol.org/pages/1036396,Glaucidium nana (Austral Pygmy Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,5000 Hz,-15 dB,bipedal movement,apatite,corneal eyes,Argentina,"temperate,freshwater habitat",Stable,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Austral rail,Animalia,Chordata,Aves,https://eol.org/pages/913262,Rallus antarcticus (Austral Rail) is a species of birds in the family rails. They are listed as vulnerable by IUCN. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,vulnerable,,,20 dB,bipedal movement,apatite,corneal eyes,Chile,"freshwater,freshwater habitat",Decreasing,The Neotropics,60.4 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Austral thrush,Animalia,Chordata,Aves,https://eol.org/pages/922666,Turdus falcklandii (Austral Thrush) is a species of birds in the family thrushes. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,,flight,apatite,corneal eyes,Chile,"terrestrial,terrestrial",Stable,The Neotropics,114 g,,,,,,Aristotelia chilensis (Molina) Stuntz (maquei),,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Australasian bittern,Animalia,Chordata,Aves,https://eol.org/pages/45517756,Botaurus poiciloptilus (Australasian Bittern) is a species of birds in the family Ardeidae. They are listed as endangered by IUCN. They are associated with freshwater habitat. They are found in australasia. They rely on flight to move around.,tympanic middle ear,endangered,,,,flight,apatite,corneal eyes,South Pacific,"freshwater,marine",Decreasing,australasia,1135 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
